,spectral_bandwidth_mean,spectral_bandwidth_var,spectral_centroids_mean,spectral_centroids_var,tempo,beats,chroma_stft_mean,chroma_stft_var,rmse_mean,rmse_var,cent_mean,cent_var,spec_bw_mean,spec_bw_var,rolloff_mean,rolloff_var,zcr_mean,zcr_var,mfcc1_mean,mfcc1_var,mfcc2_mean,mfcc2_var,mfcc3_mean,mfcc3_var,mfcc4_mean,mfcc4_var,mfcc5_mean,mfcc5_var,mfcc6_mean,mfcc6_var,mfcc7_mean,mfcc7_var,mfcc8_mean,mfcc8_var,mfcc9_mean,mfcc9_var,mfcc10_mean,mfcc10_var,mfcc11_mean,mfcc11_var,mfcc12_mean,mfcc12_var,mfcc13_mean,mfcc13_var,mfcc14_mean,mfcc14_var,mfcc15_mean,mfcc15_var,mfcc16_mean,mfcc16_var,mfcc17_mean,mfcc17_var,mfcc18_mean,mfcc18_var,mfcc19_mean,mfcc19_var,mfcc20_mean,mfcc20_var,harm_mean,harm_var,percp_mean,percp_var,label
0,2644.362515873512,166313.5298857712,2539.12100915184,876112.502767946,99.38401442307692,31237,0.4766249358654022,0.0906727984547615,0.19571492075920105,0.010600089095532894,2539.12100915184,876112.502767946,2644.362515873512,166313.5298857712,5260.771359755656,2788412.904617168,0.09429756984725444,0.004990525687576464,-103.13667297363281,5826.201171875,67.20503234863281,849.5889282226562,2.212646961212158,719.7971801757812,28.504491806030273,285.3276672363281,4.172196865081787,219.54776000976562,11.874951362609863,225.88058471679688,14.24476432800293,246.62408447265625,14.292826652526855,121.36900329589844,3.261751651763916,107.10790252685547,15.854269027709961,145.57180786132812,8.042966842651367,127.35389709472656,4.469097137451172,51.55196762084961,8.679430961608887,58.845375061035156,8.072271347045898,53.48780822753906,7.982205867767334,70.73284912109375,5.0166239738464355,63.43342590332031,3.7284533977508545,44.393798828125,-0.33410534262657166,42.82583236694336,-0.9390998482704163,66.89165496826172,-1.0834333896636963,76.86441040039062,-0.00015476201951969415,0.027665218338370323,-0.0010663452558219433,0.008855238556861877,reggae
1,1738.85890182699,58868.39930652045,1465.857446498189,143302.098295138,73.828125,22129,0.2546071708202362,0.08766275644302368,0.060560356825590134,0.0012759488308802247,1465.857446498189,143302.098295138,1738.85890182699,58868.39930652045,2822.406728085122,739200.7064571241,0.06984498864075793,0.0012247292570392023,-259.8767395019531,2796.029052734375,123.18716430664062,669.0328369140625,-6.390842437744141,366.0863342285156,37.570335388183594,183.9493408203125,-2.977656126022339,82.20159912109375,13.05789566040039,108.60398864746094,-14.083035469055176,86.20293426513672,5.310006141662598,72.82456970214844,-11.961548805236816,75.76241302490234,3.5246269702911377,52.615936279296875,-9.633517265319824,53.09325408935547,5.333287715911865,67.59883117675781,-7.843498706817627,60.24195098876953,3.2578952312469482,63.70579528808594,-0.5531038045883179,124.61402893066406,2.887791872024536,109.81182098388672,-0.027695611119270325,113.66094207763672,2.0984745025634766,160.0254669189453,1.10970938205719,136.81015014648438,2.935805559158325,95.91448211669922,4.17609880969394e-05,0.00438739825040102,0.0001114174592657946,0.00015125327627174556,jazz
2,2162.7992255179684,67058.36674437686,2590.6506858720963,256436.82923896424,123.046875,35641,0.4162282645702362,0.08006078004837036,0.12536585330963135,0.002006716327741742,2590.6506858720963,256436.82923896424,2162.7992255179684,67058.36674437686,5060.527559001595,948333.3527533007,0.16977497522718485,0.0026735134613512456,-70.50270080566406,1639.5986328125,90.5178451538086,356.08154296875,-48.066078186035156,331.1511535644531,36.687808990478516,203.5078582763672,-17.691068649291992,164.0862274169922,21.59544563293457,132.22021484375,-30.19886589050293,98.61454010009766,24.04689598083496,97.78361511230469,-20.45977783203125,85.82302856445312,14.487847328186035,77.14514923095703,-18.499725341796875,86.21257781982422,9.12891960144043,53.85813522338867,-12.056172370910645,59.476497650146484,6.274235725402832,55.676353454589844,-11.553326606750488,50.18123245239258,4.915843963623047,40.199729919433594,-7.877803325653076,38.88975143432617,-0.6414980292320251,45.6996955871582,-4.364861011505127,41.65110397338867,0.19518929719924927,45.51228332519531,-0.0023757703602313995,0.005538483615964651,-0.001603411859832704,0.007079233881086111,disco
3,1050.3234233709163,62123.1729967843,1064.6686670420765,161084.08065287783,151.99908088235293,46847,0.2681002616882324,0.08387318253517151,0.08084715157747269,0.000991637585684657,1064.6686670420765,161084.08065287783,1050.3234233709163,62123.1729967843,1895.729578288138,488592.6739563702,0.05785736296403712,0.0009271213764442144,-256.9590148925781,6368.98779296875,175.3587646484375,1217.150390625,-44.82228469848633,1082.1234130859375,25.650611877441406,404.47125244140625,-4.255734920501709,234.879638671875,-0.2227637767791748,112.42961883544922,-11.312748908996582,94.35752868652344,-9.189111709594727,73.72280883789062,-4.0953593254089355,86.07327270507812,-8.308259963989258,106.3482437133789,-22.548215866088867,99.10453796386719,-7.608586311340332,71.06197357177734,-7.6512908935546875,57.60277557373047,-11.743057250976562,80.41504669189453,-8.169703483581543,70.24407958984375,-7.497507572174072,39.96210479736328,-12.292101860046387,54.74794387817383,-6.765345573425293,45.726158142089844,-3.4969890117645264,41.44015884399414,-8.645325660705566,73.41175842285156,2.408587761237868e-06,0.0063315765000879765,4.621445839347871e-07,0.00041159801185131073,jazz
4,2273.0513336182707,137470.78017840988,2259.5655416138134,278604.9387216902,123.046875,38003,0.37028372287750244,0.09071148186922073,0.11305863410234451,0.003015462774783373,2259.5655416138134,278604.9387216902,2273.0513336182707,137470.78017840988,4889.552593895011,1490231.003260148,0.11419814626836813,0.002289071472681703,-125.68153381347656,3107.672119140625,101.78446197509766,404.29071044921875,-17.478097915649414,445.7304382324219,33.67275619506836,316.50665283203125,-15.236322402954102,154.52740478515625,23.703136444091797,220.83982849121094,-8.659071922302246,152.4282989501953,18.54402732849121,99.71940612792969,-14.054305076599121,74.40412902832031,19.970237731933594,76.5455322265625,-15.139116287231445,73.9952163696289,12.969246864318848,69.99932098388672,-14.306306838989258,98.5797348022461,3.0345730781555176,80.27307891845703,-7.086206436157227,97.80640411376953,1.6252398490905762,103.99044036865234,-3.8978471755981445,108.55604553222656,5.383634090423584,62.32035446166992,0.9656046628952026,115.65750885009766,2.6905629634857178,74.70124816894531,5.716073701478308e-06,0.004072296898812056,0.00011979786359006539,0.007155584637075663,disco
5,2129.8378919153606,184324.38220144343,2022.4768503475636,545486.4828319243,129.19921875,40150,0.3657459318637848,0.08519606292247772,0.1347530484199524,0.0013089488493278623,2022.4768503475636,545486.4828319243,2129.8378919153606,184324.38220144343,3834.300738199681,2390496.9094209606,0.09561853489945862,0.002610566388172634,-97.74687957763672,2043.5843505859375,108.83124542236328,829.4607543945312,-24.916162490844727,339.0316467285156,21.304542541503906,188.873291015625,12.560809135437012,111.95291900634766,7.772593975067139,100.00118255615234,-3.2837140560150146,92.43917846679688,3.5324554443359375,71.6452407836914,0.6926852464675903,72.39008331298828,4.1939921379089355,53.05097198486328,-9.66618824005127,54.50151062011719,4.267922401428223,42.34071731567383,2.4615843296051025,47.0257568359375,-6.629178047180176,37.01688003540039,-3.1593565940856934,37.80196762084961,-1.0963082313537598,48.13480758666992,-4.825982570648193,41.29206466674805,-0.11778459697961807,45.368751525878906,-7.431252479553223,42.779563903808594,-7.703559398651123,34.15479278564453,-3.158603476549615e-07,0.010910039767622948,-0.000137546201585792,0.0036826215218752623,reggae
6,2079.968107947891,250524.45898104872,2038.1503574198655,619006.2876233343,99.38401442307692,30246,0.4298103451728821,0.10011976212263107,0.1737753301858902,0.010300480760633945,2038.1503574198655,619006.2876233343,2079.968107947891,250524.45898104872,4205.70269449681,2702579.0925988825,0.09160579200502707,0.0030485634060645984,-116.83857727050781,8469.3935546875,98.45072937011719,947.1893920898438,-18.99992561340332,821.5101318359375,44.83131408691406,183.34788513183594,3.808516025543213,165.9491424560547,28.49592399597168,131.49534606933594,-1.0879168510437012,130.8839111328125,14.709351539611816,116.71175384521484,-7.737639904022217,103.23601531982422,9.76047420501709,121.85771942138672,-10.10924243927002,97.67487335205078,6.360348701477051,92.60211944580078,-3.922947406768799,75.79901123046875,7.898931980133057,95.08737182617188,-3.215121269226074,90.03141784667969,0.13212105631828308,71.06834411621094,-7.839592933654785,79.42926788330078,-1.7239222526550293,87.04195404052734,-2.4233081340789795,83.66108703613281,-0.720342218875885,118.20987701416016,0.0026094575878232718,0.014437501318752766,0.0036676768213510513,0.016037097200751305,disco
7,2037.4465260691763,172948.02360783494,1537.5906799015593,491565.2703157556,117.45383522727273,33993,0.35470765829086304,0.09213389456272125,0.12341582030057907,0.0009434518287889659,1537.5906799015593,491565.2703157556,2037.4465260691763,172948.02360783494,3416.7514455843966,2377174.26997001,0.05433025787896365,0.0016077067950221369,-169.6363983154297,2901.7734375,119.08700561523438,616.9208984375,7.178452491760254,398.9959411621094,53.41262435913086,216.23928833007812,4.132238388061523,139.41259765625,23.1241455078125,126.8052978515625,-5.710700511932373,90.99960327148438,24.979970932006836,71.97258758544922,-9.31857967376709,69.16988372802734,13.471597671508789,60.251861572265625,-14.267766952514648,54.96037673950195,5.952583312988281,52.35032272338867,-13.591863632202148,47.270469665527344,0.7507498264312744,63.67793655395508,-10.454511642456055,51.1888542175293,0.08212181180715561,56.11126708984375,-4.370571136474609,71.11209106445312,1.1737560033798218,96.77476501464844,0.48949524760246277,80.0026626586914,-5.829229354858398,75.6553955078125,-6.164512456052762e-07,0.010688148438930511,-4.073368836543523e-05,0.0019022971391677856,rock
8,1644.1125947529815,51206.55537361371,1484.715975682295,114514.72515607675,151.99908088235293,46354,0.32545024156570435,0.08309970796108246,0.11070738732814789,0.0017801383510231972,1484.715975682295,114514.72515607675,1644.1125947529815,51206.55537361371,2775.1352686339906,213227.51765605115,0.0760128909271075,0.0011335038664281008,-164.59457397460938,3408.576904296875,142.7074432373047,377.45281982421875,-41.489227294921875,323.3998107910156,41.22618865966797,102.68592834472656,16.171186447143555,245.3073272705078,-5.588591575622559,132.544921875,7.6330695152282715,65.2966079711914,5.620199680328369,72.66751098632812,0.8107262253761292,54.455413818359375,-10.478096008300781,76.46778106689453,-2.344435930252075,76.1944580078125,-0.49634724855422974,55.00239181518555,-3.0657644271850586,51.313297271728516,-0.593957245349884,52.63325500488281,1.1482641696929932,56.2371711730957,0.735319197177887,52.948936462402344,1.0475482940673828,48.31334686279297,1.983873724937439,51.76905822753906,3.4971964359283447,53.763004302978516,5.303597450256348,59.12887191772461,2.175967210860108e-07,0.009363721124827862,-1.135406728280941e-05,0.002125180559232831,reggae
9,2576.46539579003,432659.55469710653,2169.0749851424653,1077207.1295535266,95.703125,30586,0.3613600432872772,0.09227938205003738,0.10337978601455688,0.0023015623446553946,2169.0749851424653,1077207.1295535266,2576.46539579003,432659.55469710653,4771.7111822070765,5848048.694956257,0.07884288295146945,0.003270998927415654,-177.52011108398438,6645.99072265625,98.31111145019531,1625.5709228515625,14.755117416381836,679.7971801757812,21.152809143066406,493.21728515625,14.985963821411133,257.8091125488281,10.221000671386719,135.68771362304688,4.95693302154541,153.46780395507812,0.8410161137580872,122.65266418457031,4.8558197021484375,135.02108764648438,6.870386600494385,110.90054321289062,3.5444672107696533,69.90457153320312,-0.3519101142883301,79.41070556640625,0.5710387825965881,84.22649383544922,1.368681788444519,92.7886734008789,2.01012921333313,108.08619689941406,-0.3149220943450928,72.82135772705078,-1.3728128671646118,67.84575653076172,2.9065160751342773,84.28623962402344,-0.9783117175102234,80.86228942871094,-0.520559549331665,102.04983520507812,-0.0050813318230211735,0.007049454376101494,-0.0033752811141312122,0.0026623441372066736,reggae
